Author,Comment,PublishedAt
@alsyamikacintaqu6718,105 lgi ini berarti lusa gol 39 jt view hajaaar moo,2023-02-19T13:11:25Z
@alsyamikacintaqu6718,38895655 x ditonton 2010 wib 19022023 547 rb like 89 rb komen 209 jt subscriber,2023-02-19T13:10:50Z
@sofabiru6852,tiwul singkong,2023-02-19T04:27:00Z
@sydamoza7144,aku sekali denger langsung suka banget,2023-02-19T03:02:37Z
@alsyamikacintaqu6718,tepatnya hari ini 19022023 pas datang nya 19 kami anksh buatmu yang jauh disana disini di single janji setia ku ukirkan kata utkmu happy anniversary yg ke 38 aku milikmu kesayanganku sh aku slu utk selamanya begitu pun kamu bii telah ku miliki tak kan pernah ku lepas lagii love you so much,2023-02-18T19:32:43Z
@federicopeter2531,209m subscribe tiara andini,2023-02-18T16:34:18Z
@nurtrinisaaluthfiyyah126,yuk lagi yuksuka sm suara lagu dan mv nyaa gemes bgt sm kk titi,2023-02-18T14:45:33Z
@teajustapple9133,bawaanya senyum sendiri kalo denger janset tuhtapi padahal lg wjtpjwdjwttpjgmd bgt hati,2023-02-18T13:00:30Z
@lelanurlela8025,dari awal ini rillis sampe sekarang ga bosen dengernya,2023-02-18T03:51:35Z
@fa_fa9972,otw 39jt yuu moo gass trs princess sofia tiara android,2023-02-18T03:17:16Z
@faaah.276,janji setia kenapa enak bgt ya sepanjang masaa,2023-02-18T02:53:26Z
@dspiderman1626,pernah ku berjanji tuk setia tapi terpaksa kuingkari bukan karena ingin hati tapi engkau yang pergi meninggalkan tanpa mengajariku cara tuk merelakan,2023-02-18T01:59:44Z
@punyamasR647,l love you kk andini,2023-02-18T01:04:20Z
@dosenasn,terlalu sibuk dengan dunia kerjanya hingga akhirnya ia selalu capek dan dijadikan alasan untuk tidak berkomunikasi dengan pasangannya berperilaku seolah tidak ada yang menunggu kabar darinya memutar balikkan fakta bahwa aku bukan pasangan yang bisa mengerti dia dan dunia kerjanya padahal komunikasi itu penting akhirnya membuat saya berhenti dan lelah tanpa perlu dia selingkuh lelaki hebat,2023-02-17T15:39:10Z
@taufikedanzzz5934,bagus lagunya ngena bgt dihati,2023-02-17T10:17:57Z
@hafidyahwulan7700,yok dijadiin 40 jt view sebelum 1 th jadian mereka di bln maret semangat guys,2023-02-17T05:14:11Z
@emaknyadlyrics3110,alhamdulillaah congrats 209m subscribers channel yt tiara andini,2023-02-17T03:10:46Z
@abcde9618,lil bit different kalau bis pengen dedikasiin ini buat ayah deh bukan pasangan ahahaha,2023-02-16T16:29:27Z
@anikaalsyamquu9829,38717481 x ditonton 2309 wib 16022023 547 rb like 89 rb komen 208 jt subscriber taukah dirimu betapa diriku merindukanmu hadirmu ada di sini,2023-02-16T16:11:52Z
@weniweni5076,aku baru liat video ya sumpah seuri soragan jujur teu aya bosen nigalina sukses terus tiara sareng ka aslad,2023-02-16T12:56:23Z
@sunariyati4638,pagi2 di temenin janset dulu sebelum berangkat kerja cok,2023-02-16T01:16:36Z
@syariatulhasanah3100,jansett ayoo gass 40 jtt,2023-02-16T00:21:15Z
@anikaalsyamquu9829,team janset mari kita ngalong yuuuk dikit lgi kita draw sm team mbak merin ini pejuang ldr yuuuk merapat terjanset taukah dirimu betapa diriku merindukanmu hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati andai saja ku bisa genggam tanganmu tak kan ada kata rindu didalam hatiku tau kah dirimu betapa diriku merindukanmu hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku namun kini pelangi datang menyinari kitahuoooooho,2023-02-15T15:24:24Z
@rickyardian881,janset bener2 kuda hitam lagunya tiara awal2 rilis barengan mendi dan merin masih sedikit yg notice krn hype merin dan mendi lbh dominan waktu itu bahkan ini lagu infonya hampir ga jd rilis skrg malah jadi mv ke 2 tiara dg views terbanyak seminggu ke depan jg bakal nyalip lv merin,2023-02-15T14:52:06Z
@muhamadrifky4925,janset tetep tahta tertinggi lagu indo versi gue,2023-02-15T14:08:29Z
@green1501,lagu janset di spotify emang gak seon top merin tapi lagu ini bisa dibilang on topnya di sosial media lagu ini dari intro sampai akhir emang seenak secandu itu sih makanya banyak bgt yg make jadi backsound,2023-02-15T04:09:41Z
@pinkytawa2695,janset tuh kalo di dengerin pake earphone sambil merem gilaaa enak bgt kok gw kyg denger ada sayup biola tipis di lagunya mrinding,2023-02-14T15:35:11Z
@ningning707,lagu janji setia membuat hati kita menyentuh,2023-02-14T14:17:49Z
@ningning707,best nya suara tiara,2023-02-14T14:16:20Z
@nihayatulkhasanah,merindukan hadirmu ada di sini,2023-02-14T11:49:31Z
@kenshatv,lagi sedih dengerin lagu ini berasa emosi di hati keluar,2023-02-14T08:40:19Z
@trandanh1121,who knew that having a good chef is more important than believing in yourself,2023-02-14T04:44:46Z
@sunariyati4638,alkhamdllh coment nya udah adem dah bisa like coment nya rang orang,2023-02-14T04:16:42Z
@dka9783,mvnya terkonsep banget,2023-02-13T10:29:07Z
@nikenazhari8550,kawal sampai halal ahhh sukak sekali,2023-02-13T06:46:11Z
@irnahasibuan9317,pejuang ldr kumpul disini,2023-02-13T03:48:09Z
@anakikoki8318,pingin deh tiara bikin lagi lagu romantis begini syahdu enak bgttt,2023-02-13T01:58:32Z
@Poetryriona,ternyata pas festival ini jadi lagu yg paling banyak dtggu audience lohh pada sing a long semuaa,2023-02-12T17:50:23Z
@AntonBudiono,detik detik merin kesalip jenset,2023-02-12T14:09:18Z
@risyaaja,ya allah aku jadi reog kak pas dengerin ini apa lagi usni,2023-02-12T12:28:22Z
@ellenyahya6737,suaranya raisa bgt pas reff,2023-02-12T04:16:51Z
@pasukanceria,bntr lagi lv merin kesalip yok bisa yok 39 juta,2023-02-12T01:26:27Z
@anikamilikidiriku1475,tahukah dirimu betapa diriku merindukan hadirmu merindukan hadirmu ada disini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hatil,2023-02-12T01:24:48Z
@anikamilikidiriku1475,hujan turun mewakili hati terpa angin gambarkan resahku namun kini pelangi datang menyinari kita,2023-02-12T01:24:28Z
@anikamilikidiriku1475,38394124 x ditonton 0820 wib 12022021 546 rb like 89 rb komen 208 jt subscriber,2023-02-12T01:23:38Z
@Dhscantik,ahh seru bgt janji setia itu emg daebak bgt sampe terharu di medan sing along pecah bft,2023-02-11T15:59:45Z
@enjoythevideo7416,merindukan hadirmu ada disini apa kabar kalian kangen deh masa komen2,2023-02-11T10:18:53Z
@jodigossen9108,,2023-02-11T09:17:39Z
@emaknyadlyrics3110,gumushh banget njip jadi mootiara garis depan di konser nya titi kemaren padahal dia perform siang tapi rela nungguin sampe titi perform malem juga paling semangat jadi korlap yel yel nya tiara satu mootiara banyak mana njip juga ikutan duet gemintang hatiku di panggung lagi asyik bingiiiiit memang trio keitiva bestian terbaik di idol x sih fix no debat,2023-02-11T07:06:27Z
@doni.hdyt.,ini kenapa lagu indah banget sihhh,2023-02-11T05:52:48Z
@Trisnaalisya06,aahhh gemees mauu nangissssss,2023-02-10T15:23:44Z
@emaknyadlyrics3110,meninggalkan jejak di 10 februari 2023,2023-02-10T14:17:12Z
@ariprahman3925,tak dipungkiri hanya kamu yang kumiliki,2023-02-10T10:28:33Z
@rizkyfidiansyah2768,gas gas 39 jt moo,2023-02-10T04:34:25Z
@pinkytawa2695,janset itu masterpiece bgt sih menurut gw pribadi gak tau kenapa setiap denger janset tuh magic bgt,2023-02-10T04:31:33Z
@geloraasmara1184,lagi suka bnget aama lagu janji setia tiara sama hidup tanpamu keisya,2023-02-09T19:33:25Z
@alsyambimikaabadi,kini aku mengerti smua ini terjadi tak di pungkiri hanya kamu yg aku miliki bumi dikala sepi kamu tak kan sendiri aku disini menanti mu kembali andai saja ku bisa genggam tanganmu tak akan ada kata rindu didalam hatiku taukah dirimu betapa diriku merindukanmu hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-02-09T16:43:14Z
@alsyambimikaabadi,38245725 x ditonton 2338 wib 09022023 546 rb like 88 rb komen 208 jt subscriber,2023-02-09T16:40:20Z
@Poetryriona,090223 merin goal 1001m di spotify,2023-02-09T15:37:27Z
@cahayazuzma04,udah paling pas lagu ini di keadaan aku skr makasi byk hei tiara dkk,2023-02-09T14:38:20Z
@everythingsuck4108,coba aja ada selen,2023-02-09T14:27:07Z
@fa_fa9972,tahukah dirimu betapa diriku merindukan hadirmu ada disini semakin malam hujan makin deras bener2 mewakili hati janji setia menjaga hati,2023-02-09T14:15:41Z
@ekanurfidianingrum3146,denger lagu ini inget bapakkkaku kangen kasih sayang bapak semoga bapak bahagia selalu disana dengan keluarga bapak,2023-02-09T09:41:22Z
@miarosita_,loveee bangeeet,2023-02-09T07:49:54Z
@muhamadrifky4925,suara tiara tuh lembut tapi enak bgtt,2023-02-09T06:44:35Z
@zhra10_,lagu ny bikin dejavu sama ex hha,2023-02-09T04:33:37Z
@emaknyadlyrics3110,congrats 208m subscribers channel yt tiara andini,2023-02-09T03:53:16Z
@chocodonnuts_,masih ku ulang ulang saking candu nya lagu titi semuanya,2023-02-09T03:39:47Z
@GAMINGSPEED445,sukses slalu kak andini,2023-02-09T00:56:26Z
@fikhowijaya6485,nice song your voice very amazing,2023-02-08T16:01:09Z
@markkuizon7222,naliligaw ako pero worth it naman hahahahahaha,2023-02-08T14:51:20Z
@kristianaluluana4138,dulu waktu baru2 keluar lagunya belum ada vc nya udah ngerasa lagunya romantis banget begitu ada vc nya tambah lagi dong romantisnya ok bgt lagunya,2023-02-08T09:02:14Z
@ladibahsifa342,bagus banget,2023-02-08T08:36:45Z
@dalilaibrahim4194,ya setiap pasangan itu hatus punya komit biar hubungan nya langgeng,2023-02-08T00:33:19Z
@syariatulhasanah3100,sekitar 300k lagi ngelewatin merin,2023-02-07T11:20:12Z
@yunusmuhamadofficial9247,suaranya lembut beud ya klw cwo lg marah ama tiara trus dinyanyiin dia jdi ga bisa marah kyanya,2023-02-07T05:05:47Z
@im.aprilmoon,mau nangis dgr lagunyaaaa buat kita pejuang ldr semangat yaaa,2023-02-07T04:52:38Z
@amaliza,seru,2023-02-07T03:26:40Z
@miamulyahusada4838,i like new music every day serious successfully perfect melodious class,2023-02-06T21:05:48Z
@alsarroz3502,38 jt,2023-02-06T17:52:11Z
@fa_fa9972,alhamdulillah 38jt gasss trs moo keep solid,2023-02-06T13:59:29Z
@alsyamika.s.hforever2938,semangat dan selamat utk 38 jt nya janset moo yuuuk jgn kasih kendor yt spotify dan tik tok nya janset sound tik tok nya masih populer selain merin maafkan aku terlanjur mencintai dan usai gas 4 sound tik tok 4 lagu titi ini,2023-02-06T10:05:25Z
@alsyamika.s.hforever2938,alhamdulillah puji syukur atas segala pencapaian mv janset udah nyentuh angka 38 jt samaan dgn view vl mbak merin gas moo mbak merin nya jg biar barengan nanti tembus 50 jt nya amin,2023-02-06T10:03:37Z
@alsyamika.s.hforever2938,38023328 x ditonton 1700 wib 06022023 545 rb like 88 rb komen 207 jt subscriber,2023-02-06T10:02:27Z
@mohdaiman9734,happy 38m janset,2023-02-06T08:49:10Z
@IMfine1012,congrats 38 jt views,2023-02-06T06:35:04Z
@livemusicbaliindonesia5211,buat drama seri sendiriprodusernya sendiri seperti drama korea mumpung kalian punya banyak kesempatan untuk itu kalian pasti bisadan pasti banyak penggemar yang mengharapkan kalian untuk maen drama seri indonesiaayoo guys tunjukkan performa kalian,2023-02-06T04:07:58Z
@trieyulianto7618,7 rb lagi menuju 38jt gass moo,2023-02-06T03:16:20Z
@syariatulhasanah3100,14 rb lagi janset ayo ayoo,2023-02-05T23:27:41Z
@mootiara.gorontalo,23k lagi detikdetik 38m,2023-02-05T16:40:48Z
@ellinellin5475,greget banget menanti detik 38jt bismillah ntar malam sabi 38jt semangat,2023-02-05T15:49:44Z
@mootiara.gorontalo,33k lagi nih menuju 38m semangat streaming mootiara,2023-02-05T13:22:32Z
@alsyamika.s.hforever2938,merindukan hadirmu ada disini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-02-05T10:47:12Z
@alsyamika.s.hforever2938,39 rb lgi moo 38 jt hajaaaar,2023-02-05T10:46:31Z
@alsyamika.s.hforever2938,37961261 x ditonton 1743 wib 05022023 545 rb like 88 rb komen 207 jt subscriber,2023-02-05T10:45:33Z
@dodilintau3098,4 tahun pacaran kandas d tengah jalan dan akhir harini ketemu lagi entah apa yg akan d rasakan oleh hati,2023-02-05T07:08:14Z
@fa_fa9972,malam ini 38jt gass poll moo,2023-02-05T05:59:33Z
@haryaniresi7224,20182023 bukan hal yg mudahyok bisa yuk melupakan semua ituuu,2023-02-05T03:31:26Z
@Bungaa2100,janji setia menjaga hati,2023-02-05T01:32:30Z
@fzishorts1669,ayunan nya beli dmn kak,2023-02-05T01:22:39Z
@mailis4285,kalo denger suara tiara andini bikin ademm di hati semua lagunya aku sukakarena emang udah suka sama suaranyajadi nyanyi semua lagu q sukasukses trs tiara andini,2023-02-05T00:20:34Z
@user-nd5tt4it8y,merindukan hadirmuada disini,2023-02-05T00:10:21Z
@alsyamika.s.hforever2938,hujan turun mewakili hatiterpa angin gambarkan resahku namun kini datang menyinari kita,2023-02-04T23:41:58Z
@alsyamika.s.hforever2938,taukah dirimu betapa diriku merindukanmu ada disini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-02-04T23:40:53Z
@alsyamika.s.hforever2938,37924206 x ditonton 0636 wib 05012023 544 rb like 89 rb komen 27 jt subscriber,2023-02-04T23:39:25Z
@syariatulhasanah3100,100k lagi moo 38 jt,2023-02-04T15:11:13Z
@furqonal9762,,2023-02-04T07:48:55Z
@mohyusufmaksum,auto merindukan sang istri,2023-02-04T03:02:11Z
@bbangtell2142,hmm,2023-02-03T16:17:25Z
@fa_fa9972,bismillah bisa yuuu besok 38jt gassss poll moo semangat streamingnya abaikan yang gak penting fokus tiara,2023-02-03T14:16:39Z
@anikamilikidiriku1475,hujan turun mewakili hati terpa angin gambarkan resahku namun kini pelangi datang menyinari kita,2023-02-03T13:04:32Z
@anikamilikidiriku1475,37832698 x ditonton 2000 wib 03022023 544 rb like 89 rb komen 207 jt subscriber,2023-02-03T13:03:08Z
@Anikaalsyambiku,37779964 x ditonton 0341 wib 03022023 544 rb like 89 rb komen 207 jt subscribe,2023-02-02T20:43:02Z
@sultansubarry4889,kelazzz ini mah,2023-02-02T18:08:27Z
@naranadiapuspitasari7266,lagu untuk yang ldr banget,2023-02-02T12:39:31Z
@abilgilang6835,itu mobil apa ya,2023-02-02T09:10:46Z
@emaknyadlyrics3110,meninggalkan jejak di 1 februari 2023,2023-02-01T13:53:53Z
@Anikaalsyambiku,37690216 x ditonton 1850 wib 01022023 544 rb like 89 rb komen 207 jt subscribe,2023-02-01T11:51:33Z
@afifahhps_,lyrics kini aku mengerti semua ini terjadi tak dipungkiri hanya kamu yang kumiliki bumi di kala sunyi kamu takkan sendiri aku di sini menantimu kembali andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janganlah kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh namun kini pelangi dan kini pelangi datang menyinari kita hooh merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati merindukan hadirmu ada di sini percayalah oh kasihku jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-02-01T11:04:00Z
@nandaauraleaalicia474,kini aku mengerti semua ini terjadi tak dipungkiri hanya kamu yang kumiliki bumi di kala sunyi kamu takkan sendiri aku di sini menantimu kembali andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janganlah kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh namun kini pelangi dan kini pelangi datang menyinari kita hooh merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati merindukan hadirmu ada di sini percayalah oh kasihku jarak dan waktu tak mampu menghapus janji setia menjaga hati hoohohho,2023-02-01T01:52:15Z
@ismynurul1682,cuman mikir aja kenapa aku ga bisa sebahagia orang lainapa dunia ngga ngeijinin aku bahagia aku cape hidup gini terus,2023-01-31T14:14:02Z
@lipollipoles,manusia tidak akan bisa memahami sebelum mereka mengalami,2023-01-31T10:09:53Z
@fa_fa9972,bumi dikala sunyi,2023-01-31T06:01:02Z
@bukansiapasiapa385,bangke luh kak andini mulai rilisnya nih lagu sampe sekarang kalo denger nih lagu auto mewek gw,2023-01-31T04:24:19Z
@alsyambiabadiselamanya4020,37572607 x ditonton 0539 wib 31012023 543 rb like 89 rb komen 2 07 jt subscribe,2023-01-30T22:40:26Z
@alsyambiabadiselamanya4020,37560053 x ditonton 2254 wib 30012023 543 rb like 89 rb komen percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-01-30T15:55:25Z
@syariatulhasanah3100,kurang dr 500k 38 gassken,2023-01-30T12:11:01Z
@wulanmoonlight,karakter suaranya mirip raisa,2023-01-30T03:44:11Z
@prasetya.15,datang dr masa depan 2023,2023-01-29T22:36:17Z
@siswatiningsih723,perfect cocok love you kalean berdua,2023-01-29T21:38:58Z
@jajatsudrajat1246,sedang mencari mantan gw yg komen di sinisoalnya dia suka bngt sama lagu ini heheskrng dah ilang entah kmna kangen bngt gw,2023-01-29T16:33:25Z
@syariatulhasanah3100,375 yuk dikit lagi,2023-01-29T11:22:13Z
@a.jnaiboas4646,2023,2023-01-28T22:08:06Z
@putriataya705,suara mu ti ya allah masyaallah,2023-01-28T08:43:08Z
@putriataya705,masyaallah,2023-01-28T08:42:17Z
@nikeoktaviani2136,pengin liat titi nyanyi lagu ini tp versi korea,2023-01-28T04:22:38Z
@syariatulhasanah3100,semangat streaming ya moo,2023-01-28T03:40:20Z
@mashuri1849,masyaallah cantik banget sukses trus dan bahagia trus dn langgeng trus sama ka alshad,2023-01-27T13:14:00Z
@syariatulhasanah3100,duluaan janset atau merin yang 38 juta,2023-01-27T12:32:16Z
@Zeadreenafamily,outfitnya yg dress kyk dipakai bunga di showcase idol 2023 ya,2023-01-27T11:31:52Z
@nurhikmahsaridewi7202,tiara andini makasih untuk lagunya andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-01-27T06:36:45Z
@totosams7970,mama selen love bgt suaranaya lembuuuut baru dwnger full nya kerasa bgt kalo lgi kangen denger lagu ini mashaallah pasti nangis,2023-01-27T02:24:42Z
@dinasillahe3167,suara nya enk bgett ya alloh bayi ku dgr suara tiara tdr diayunan lgsg tertidurkhas ny lembut bangetttttvdio ny kerenn juga kisah2 lebih kek untk thn 90an cucok bgetalshaddd,2023-01-27T00:32:52Z
@nickyaprilia4120,sedang di fase ini,2023-01-26T16:46:47Z
@emaknyadlyrics3110,5059311 adalah ml spotify tiara andini saat ini alhamdulillah naik 21k dari hari sebelumnya,2023-01-26T06:46:05Z
@savirajuliandini3750,terlalu cute aa kaya pangeran berkuda putih bgt titi kaya putri dongeng,2023-01-25T17:39:20Z
@janjistiabymysideanksh1942,masya allah janset hari ini naik 22 tangga menjadi 68 dgn ds 170172 gas terus moo yuuuk bisa kita masukin lgi 50 besar biar deketan sm mbak merin,2023-01-25T13:25:49Z
@janjistiabymysideanksh1942,37216432 x ditonton 2020 wib 25012023 542 rb like 88 rb komen 206 jt subscribe,2023-01-25T13:21:03Z
@KoreaJin,,2023-01-25T11:12:00Z
@irsyadfaizmaulanang3506,jangan berharap setinggi langit jika tidak mau kecewa sedalam lautan tengah 25 januari 2023,2023-01-25T10:52:31Z
@Airaa_227,37 jt x d tonton wihh,2023-01-25T05:29:06Z
@roseshelia578,saltinggg astagaaaaa,2023-01-24T19:40:01Z
@ichaicha256,cantik banget tiara,2023-01-24T12:48:35Z
@bubuhu8493,woohooo 5 juta monthly listener spotify titi alhamdulillaah kualitas yg berbanding lurus dengan komersialitas,2023-01-24T07:48:34Z
@fa_fa9972,aku disini menantimu kembali,2023-01-24T06:27:13Z
@aldialamsah8831,bagus,2023-01-24T03:03:31Z
@emaknyadlyrics3110,congrats 5juta ml spotify tiara andini,2023-01-24T03:02:53Z
@AbdKarimSutanto,ujian ketika jarak berjauhan adalah menjaga hati dan komitmen untuk tetap setia terimakasih lagu ini mewakili perasaanku,2023-01-23T22:45:18Z
@janjistiabymysideanksh1942,37083883 x ditonton 0217 wib 24012023 542 rb like 89 rb komen 206 jt subscribe percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-01-23T19:17:30Z
@risyaaja,jadi salting,2023-01-23T14:10:46Z
@erwinpermana344,aku terlalu tua untuk lagu2 spt ini ditujukan untuk yang lbih muda2,2023-01-23T12:33:38Z
@rosdianah1964,300,2023-01-23T10:35:10Z
@wahyunurhayati2188,merinding sukses selalu semoga allah melancarkan jodoh n rezeki tiara n alshat,2023-01-23T05:54:33Z
@petersonjambi3009,memang tiara sllu bawakan lagu slow cocok dgn karakternya,2023-01-23T01:05:29Z
@rizkyfidiansyah2768,moo gas 38 jt,2023-01-22T23:50:30Z
@anikaalsyamquu19112,37 jt yeeees,2023-01-22T16:24:03Z
@anikaalsyamquu19112,37000477 x ditonton 2322 wib 22012023 541 rb like 88 rb komen 206 jt subscribe,2023-01-22T16:23:43Z
@danielshane4882,gak jauh beda ama penyanyi raisa keren,2023-01-22T15:06:59Z
@danielshane4882,cri khas banget raisa,2023-01-22T15:06:22Z
@janjistiabymysideanksh1942,merindukan hadirmu ada di sini,2023-01-22T13:03:16Z
@janjistiabymysideanksh1942,8 rb lgi ini moo 37 jt view janset hajaaaar,2023-01-22T13:01:31Z
@janjistiabymysideanksh1942,36992153 x ditonton 2001 wib 22012023 541 rb like 88 rb komen percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-01-22T13:01:08Z
@muhaswadjaya1944,semangat bang alshad ahmad,2023-01-22T11:43:31Z
@ekapuspita1880,dikit lagi 37 moo,2023-01-22T07:04:26Z
@Dbydnr_,favorit,2023-01-22T02:41:06Z
@mama-selen-nomor-1,semuanya lagu titi bagus tapi ini lagu favoritku,2023-01-22T01:30:51Z
@ahmadadityaaaa,cie dengan alshad gitu cie,2023-01-21T16:22:46Z
@timmyyuup2705,keren video clip nya sama ayang nya sendiri,2023-01-21T13:10:27Z
@budiawan2379,suka baper klo denger lagu iniibkin tercandu candu lagiii,2023-01-21T10:58:05Z
@Nisachannel23337,guys jgn lupa streaming disini jg sdikit lgi 37 jt,2023-01-21T07:03:38Z
@ekapuspita1880,gas terus streamingnya moo dispoty juga,2023-01-21T06:38:27Z
@buathasan7235,dalam banget,2023-01-20T19:03:23Z
@AbdKarimSutanto,menunggu waktu kita bisa bersama sungguh jarak ini menguji kesabaranku,2023-01-20T18:50:28Z
@istiqoimah9321,padahal cuma denger lagu tiara sekilas2 tapi terngiang begitu saja di telinga,2023-01-20T18:35:29Z
@dspiderman1626,jansettt tak terlupakan ditengah gempuran usni,2023-01-20T12:53:13Z
@syariatulhasanah3100,yuk 200k lagii,2023-01-20T12:17:33Z
@auroranatasya7972,yooookk komen di postingan terbarunya pak indra biar tiara jadi salah satu guest star di pi ini momennya guys ramein,2023-01-20T10:23:36Z
@novritayanda6120,bagus,2023-01-20T09:55:57Z
@darulaitambedali1816,lagu ini klimaks bgt buat yg ldr,2023-01-20T03:01:41Z
@lukmanpermadi2167,natural sekali ya,2023-01-20T01:33:45Z
@arifijivg275,cantik amat siii tiaraaaaa,2023-01-20T01:09:11Z
@dewiyuliaastuti3216,tiara andini,2023-01-19T23:29:10Z
@alsyamikacintaqu6718,hari ini masih tgl 19 biar aku ukir kata disini utkmu yang jauh di mata dekat di hati dan slubada do doaku selamat utk 19 kita yg ke 37 janji setia menjaga hati sampek mati happy anniversary kesayanganku sh nya aku,2023-01-19T13:05:45Z
@alsyamikacintaqu6718,janji setia menjaga hati luvu biii sh nya aku,2023-01-19T13:03:37Z
@alsyamikacintaqu6718,36780798 x ditonton 2002 wib 19012023 540 rb like 88 rb komen 206 jt subscribe,2023-01-19T13:03:19Z
@syariatulhasanah3100,37 juta yuk janset dikit lagi,2023-01-19T08:19:40Z
@biannoharris7386,tiara tetep terbaeklahmeski di tiktok bersliweran dibanding2kan dengan siapapunaura bintang tiara tiada duanya selalu bersinar dan berkibar semua lagunya tenar keep tiara yuk moo,2023-01-19T03:33:31Z
@dewiyuliaastuti3216,tiara andini janji setia menjaga hati,2023-01-19T01:03:57Z
@emaknyadlyrics3110,congrats 206 juta subscribers channel tiara andini,2023-01-19T00:37:40Z
@arishfarhan8931,jujur saya cakap lagu tiara andini ni so far paling best dan sedap berbanding lagunya yang lain tu walaupun ada banyak lagunya yg best dan sedap serta bikin emosi dgn musiknya yg indah dan vocalnya yg memang enak didengari,2023-01-18T14:14:23Z
@janjistiabymysideanksh1942,36714178 x ditonton 2054 wib 18012023 540 rb like 89 rb komen 206 jt subscribe,2023-01-18T13:54:04Z
@fadhilahjarohani6962,lagu ni sesuai utk psgan suami isteri pjj jarak dan waktu tak mampu menghapus janji setia menjaga hati semoga saya dan suami terus kuat dan sampai masanya hidup sebumbung macam suami isteri yang lain,2023-01-18T05:09:59Z
@ekaernawati9987,segera menikahlah kalian mama papa selen,2023-01-17T14:25:14Z
@hernawati260,wohooo di spotify janset lumayan turun jauh skrg di posisi tpi di yt masuk lagi ke music video terpopuler no 61,2023-01-17T07:18:47Z
@evisusanti919,namun kini pelangiiii nyata menyinarii kitaaaa,2023-01-17T02:04:52Z
@idammuliana1735,favorit bgt,2023-01-17T01:25:59Z
@demorquushkesayanganku2435,36587852 x ditonton 0720 wib 17012023 540 rb like 89 rb komen 205 jt subscribe semangat janset awas di kejar oleh adikmu usai spotify nya ugal lan skg udah 10 jt cukup 3 hari udah sejuta lebih,2023-01-17T00:22:06Z
@syarahslavina680,merinding ngena banget lagu nya langsung ke inget alm mama alfatihah,2023-01-16T23:53:36Z
@Nisachannel23337,keren,2023-01-16T16:57:52Z
@AbdKarimSutanto,kangen momen akhir ramadhan mv ini langsung trending seblum 24 jam definetly a queen of pop indonesia,2023-01-16T13:57:10Z
@demorquushkesayanganku2435,36563322 x ditonton 1939 wib 16012023 540 rb like 88 rb komen 205 jt subscribe,2023-01-16T12:39:43Z
@useracer-mr2wq,soundtrack sinetron apa ya ini,2023-01-16T06:05:10Z
@emaknyadlyrics3110,4804434 adalah ml spotify tiara andini saat ini alhamdulillaah bisa yuk jebolin 5 juta ml di bulan januari ini,2023-01-16T00:47:20Z
@demorquushkesayanganku2435,36510840 x ditonton 0729 wib 16012023 540 rb like 88 rb komen 205 jt subscribe,2023-01-16T00:30:40Z
@harumtianggoro541,janset kembali up lagii,2023-01-15T17:17:19Z
@suriayu1140,knpa tiba sukaaaaa,2023-01-15T16:57:28Z
@demorquushkesayanganku2435,36490427 x ditonton 2108 wib 15012023 539 rb like 89 rb komen 2 05 jt subscribe,2023-01-15T14:08:52Z
